property_id,prop_name,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,region,facilities_provided
311,Awana Puri Condominiums,1500,Cheras,Apartment,3,1,2,1185,Partially Furnished,Kuala Lumpur,"Playground, Gymnasium, Security, Swimming Pool, Lift, Multipurpose hall, Tennis Court, Air-Cond, Washing Machine, Near KTM/LRT, Internet"
10,Axis Crown,1500,Ampang,Service Residence,3,1,2,890,Partially Furnished,Selangor,"Barbeque area, Sauna, Security, Minimart, Playground, Gymnasium, Tennis Court, Jogging Track, Multipurpose hall, Swimming Pool, Club house, Air-Cond, Near KTM/LRT"
11,Axis Residence,1350,Ampang,Service Residence,1,1,1,550,Partially Furnished,Kuala Lumpur,"Security, Gymnasium, Swimming Pool, Minimart, Air-Cond, Near KTM/LRT, Washing Machine"
589,"Ayuman Suite, High Floor, 2 Carpark, UIA",1350,Gombak,Service Residence,3,2,2,560,Partially Furnished,Kuala Lumpur,"Multipurpose hall, Gymnasium, Swimming Pool, Security, Lift, Playground, Minimart, Air-Cond, Near KTM/LRT"
1247,Azalea Court,600,Rawang,Flat,3,1,2,700,Unfurnished,Selangor,"Playground, Jogging Track"
139,Azelia Residence,1800,Bandar Sri Damansara,Condominium,1,1,1,656,Fully Furnished,Selangor,"Sauna, Security, Swimming Pool, Squash Court, Jogging Track, Gymnasium, Playground, Tennis Court, Barbeque area, Lift, Air-Cond, Near KTM/LRT, Washing Machine"
312,B11 Parkland Residence,1800,Cheras,Condominium,3,2,2,875,Partially Furnished,Selangor,"Security, Gymnasium, Barbeque area, Swimming Pool, Lift, Playground, Multipurpose hall, Air-Cond, Near KTM/LRT"
555,Baiduri Apartment (Desa Pandan),1399,Desa Pandan,Apartment,3,1,2,1000,Partially Furnished,Kuala Lumpur,"Security, Playground, Multipurpose hall, Minimart, Air-Cond"
313,Bam Villa,1350,Cheras,Condominium,2,1,2,971,Partially Furnished,Kuala Lumpur,"Barbeque area, Sauna, Playground, Swimming Pool, Gymnasium, Security, Lift, Minimart, Multipurpose hall, Air-Cond"
167,Bandar Baru Bangi Seksyen 2,800,Bangi,Apartment,3,2,2,1000,Unfurnished,Selangor,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Gymnasium, Near KTM/LRT"
1248,Bandar Baru Kundang,600,Rawang,Apartment,3,1,2,720,Unfurnished,Selangor,"Playground, Minimart, Jogging Track, Near KTM/LRT"
1322,Bandar Baru Sentul Flat,1000,Sentul,Flat,2,1,1,600,Partially Furnished,Kuala Lumpur,"Playground, Minimart, Near KTM/LRT"
314,Bandar Damai Perdana Apartment,650,Cheras,Apartment,3,1,2,700,Unfurnished,Selangor,Jogging Track
220,Bandar Mahkota Banting,700,Banting,Condominium,1,1,1,450,Unfurnished,Selangor,"Jogging Track, Security, Playground, Gymnasium, Club house, Sauna, Barbeque area, Swimming Pool, Lift, Multipurpose hall, Minimart"
1381,Bandar Putra Permai,950,Seri Kembangan,Apartment,3,1,2,1200,Unfurnished,Selangor,"Security, Swimming Pool, Air-Cond, Near KTM/LRT"
168,Bandar Seri Putra,1300,Bangi,Apartment,3,2,2,950,Partially Furnished,Selangor,"Multipurpose hall, Security, Swimming Pool, Sauna, Playground, Gymnasium, Jogging Track, Barbeque area, Air-Cond"
315,Bandar Tasik Selatan (Low Cost),1150,Cheras,Apartment,3,1,2,854,Partially Furnished,Kuala Lumpur,"Playground, Security, Near KTM/LRT"
1303,Bandar Teknologi Kajang Flat,430,Semenyih,Flat,2,2,1,500,Unfurnished,Selangor,"Playground, Minimart, Jogging Track"
169,Bangi Gateway,2000,Bangi,Service Residence,3,2,2,981,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
170,Bangi Idaman Apartment,1300,Bangi,Apartment,3,1,2,850,Fully Furnished,Selangor,"Security, Lift, Playground, Multipurpose hall, Air-Cond, Near KTM/LRT, Washing Machine"
192,Bangsar Puteri,2000,Bangsar,Condominium,2,1,1,1066,Fully Furnished,Kuala Lumpur,"Security, Playground, Gymnasium, Tennis Court, Barbeque area, Sauna, Club house, Swimming Pool, Squash Court, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
193,Bangsar Trade Centre,1900,Bangsar,Condominium,1,1,1,567,Fully Furnished,Kuala Lumpur,"Swimming Pool, Gymnasium, Playground, Squash Court, Security, Minimart, Lift, Multipurpose hall, Tennis Court, Air-Cond, Near KTM/LRT, Washing Machine"
223,Banjaria Court,1700,Batu Caves,Condominium,3,1,2,991,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Club house, Air-Cond, Near KTM/LRT, Washing Machine"
856,Banyan Tree,7000,KLCC,Condominium,2,1,2,1076,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Air-Cond, Near KTM/LRT, Washing Machine"
1249,Batai,750,Rawang,Apartment,3,1,2,650,Fully Furnished,Selangor,"Security, Lift, Playground, Minimart, Air-Cond, Washing Machine"
891,Bayberry Serviced Residences,5499,Kota Damansara,Service Residence,4,2,4,1573,Fully Furnished,Selangor,"Security, Lift, Playground, Swimming Pool, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Minimart, Club house, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine"
1015,Bayu @ Pandan Jaya,1700,Pandan Jaya,Condominium,3,1,2,1072,Partially Furnished,Kuala Lumpur,"Playground, Gymnasium, Security, Swimming Pool, Multipurpose hall, Club house, Air-Cond, Near KTM/LRT"
1323,Bayu Andaman,1300,Sentul,Apartment,3,1,2,1000,Unfurnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
549,Bayu Apartment Dengkil,850,Dengkil,Apartment,3,1,2,800,Unfurnished,Selangor,"Security, Lift, Playground, Air-Cond"
1046,Bayu Puteri,1250,Petaling Jaya,Apartment,3,1,2,850,Partially Furnished,Selangor,"Sauna, Tennis Court, Barbeque area, Minimart, Security, Playground, Swimming Pool, Gymnasium, Air-Cond, Near KTM/LRT"
1324,Bayu Sentul Condominium,1700,Sentul,Condominium,3,2,2,1300,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Washing Machine"
316,Bayu Tasik 1,1200,Cheras,Condominium,3,2,2,975,Partially Furnished,Kuala Lumpur,"Security, Minimart, Swimming Pool, Gymnasium, Barbeque area, Playground, Lift, Multipurpose hall, Near KTM/LRT"
317,Bayu Tasik 2,1500,Cheras,Condominium,3,1,2,1000,Fully Furnished,Kuala Lumpur,"Swimming Pool, Playground, Gymnasium, Security, Lift, Barbeque area, Multipurpose hall, Jogging Track, Air-Cond, Washing Machine, Near KTM/LRT"
834,Bayu Villa,1000,Klang,Apartment,3,1,2,800,Unfurnished,Selangor,"Security, Minimart, Jogging Track, Swimming Pool, Playground, Sauna"
973,Bayview Court Apartment,1100,Old Klang Road,Apartment,3,1,2,750,Partially Furnished,Kuala Lumpur,"Security, Playground, Air-Cond, Near KTM/LRT"
1382,Belimbing Heights,950,Seri Kembangan,Condominium,3,1,2,900,Partially Furnished,Selangor,"Swimming Pool, Playground, Security, Gymnasium, Lift, Air-Cond"
1355,Bell Suites,1500,Sepang,Condominium,1,1,1,495,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Air-Cond, Washing Machine"
1451,Bennington residences,2300,Setapak,Condominium,3,2,2,1200,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Gymnasium, Air-Cond, Near KTM/LRT, Washing Machine"
1452,Bennington Residences @ SkyArena,3000,Setapak,Condominium,3,2,2,1200,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Squash Court, Air-Cond, Washing Machine, Internet"
1453,Berlian Residence @ Setapak,1800,Setapak,Condominium,3,2,2,1025,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Air-Cond, Washing Machine"
1383,berlimbing Height,1050,Seri Kembangan,Apartment,3,1,2,900,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Air-Cond, Near KTM/LRT"
857,Binjai Residency,5950,KLCC,Condominium,4,2,4,2178,Partially Furnished,Kuala Lumpur,"Security, Swimming Pool, Sauna, Club house, Playground, Barbeque area, Tennis Court, Gymnasium, Lift, Air-Cond, Washing Machine"
858,Bintang Goldhill,2650,KLCC,Service Residence,2,1,2,1047,Fully Furnished,Kuala Lumpur,"Security, Sauna, Gymnasium, Air-Cond, Near KTM/LRT, Washing Machine"
318,Bintang Mas,1550,Cheras,Condominium,4,1,2,1307,Partially Furnished,Kuala Lumpur,"Swimming Pool, Security, Playground, Lift, Multipurpose hall, Jogging Track, Air-Cond, Near KTM/LRT"
1250,Birchwood Court,550,Rawang,Apartment,3,1,2,784,Unfurnished,Selangor,"Playground, Washing Machine"
807,Bistari Condominium,1999,KL City,Condominium,3,1,2,1044,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Air-Cond, Near KTM/LRT, Washing Machine"
224,Block A Pangsapuri Sunway Batu Caves,850,Batu Caves,Apartment,3,1,2,650,Partially Furnished,Selangor,"Security, Near KTM/LRT, Internet"
1797,Blok C Seksyen 4 Wangsa Maju 53300 kuala lumpur,900,Wangsa Maju,Flat,2,1,1,540,Unfurnished,Kuala Lumpur,"Playground, Minimart, Jogging Track, Near KTM/LRT"
1269,Bougainvilla,1500,Segambut,Condominium,3,1,2,1050,Fully Furnished,Kuala Lumpur,"Minimart, Barbeque area, Sauna, Swimming Pool, Security, Playground, Jogging Track, Gymnasium, Lift, Multipurpose hall, Air-Cond, Near KTM/LRT, Washing Machine"
1047,Boulevard 51,1100,Petaling Jaya,Service Residence,1,1,1,500,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Air-Cond, Near KTM/LRT"
1048,Boulevard Residence,2200,Petaling Jaya,Condominium,3,2,2,1100,Partially Furnished,Selangor,"Swimming Pool, Gymnasium, Security, Playground, Barbeque area, Near KTM/LRT"
601,Boulevard Serviced Apartment,1600,Jalan Ipoh,Service Residence,3,1,2,1009,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Air-Cond, Washing Machine"
914,Brem Park,1600,Kuchai Lama,Condominium,3,1,2,1040,Fully Furnished,Kuala Lumpur,"Sauna, Swimming Pool, Tennis Court, Security, Squash Court, Gymnasium, Barbeque area, Minimart, Playground, Lift, Multipurpose hall, Club house, Jogging Track, Air-Cond, Washing Machine, Near KTM/LRT"
974,Brem Park 1,1100,Old Klang Road,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,"Security, Minimart, Squash Court, Barbeque area, Swimming Pool, Jogging Track, Playground, Club house, Lift, Air-Cond"
1022,Brem Park 2,1500,Pantai,Condominium,3,1,2,1040,Fully Furnished,Kuala Lumpur,"Tennis Court, Minimart, Playground, Security, Swimming Pool, Barbeque area, Sauna, Squash Court, Lift, Jogging Track, Washing Machine, Air-Cond, Near KTM/LRT"
808,Brunsfield EmbassyView,4200,KL City,Condominium,4,2,3,1986,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine"
1572,Brunsfield Riverview,1250,Shah Alam,Condominium,3,1,2,1000,Partially Furnished,Selangor,"Swimming Pool, Security, Minimart, Jogging Track, Playground, Lift, Air-Cond"
136,BSP 21,1700,Bandar Saujana Putra,Service Residence,3,2,2,1048,Partially Furnished,Selangor,"Swimming Pool, Playground, Tennis Court, Jogging Track, Barbeque area, Sauna, Security, Lift, Gymnasium, Multipurpose hall, Club house, Minimart, Squash Court, Air-Cond, Washing Machine"
137,Bsp Skypark condo,1150,Bandar Saujana Putra,Condominium,3,2,2,1004,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Barbeque area, Multipurpose hall, Jogging Track, Tennis Court, Squash Court"
908,BSP Skypark Serviced Residence,1300,Kuala Langat,Service Residence,3,2,2,1004,Fully Furnished,Selangor,"Swimming Pool, Playground, Security, Minimart, Gymnasium, Squash Court, Lift, Sauna, Air-Cond"
636,BSP21,1800,Jenjarom,Condominium,3,2,2,1048,Partially Furnished,Selangor,"Gymnasium, Jogging Track, Club house, Sauna, Barbeque area, Minimart, Multipurpose hall, Playground, Swimming Pool, Lift, Security, Air-Cond, Near KTM/LRT"
319,Bukit Cheras Apartment (Block 1 & 3),650,Cheras,Apartment,3,1,1,650,Unfurnished,Kuala Lumpur,"Lift, Playground, Near KTM/LRT"
1753,Bukit Desa Condominium,1800,Taman Desa,Condominium,3,1,2,1250,Fully Furnished,Kuala Lumpur,"Gymnasium, Barbeque area, Sauna, Playground, Swimming Pool, Security, Minimart, Lift, Multipurpose hall, Air-Cond, Washing Machine"
975,Bukit Gembira,1200,Old Klang Road,Condominium,3,1,2,926,Unfurnished,Kuala Lumpur,"Playground, Squash Court, Swimming Pool, Gymnasium, Club house, Tennis Court, Barbeque area, Security, Sauna, Air-Cond"
1777,Bukit Mas Apartment,1400,Taman Melawati,Apartment,3,1,2,950,Unfurnished,Kuala Lumpur,"Playground, Security, Swimming Pool, Lift, Air-Cond"
268,Bukit OUG Condominium,1500,Bukit Jalil,Condominium,3,1,2,1222,Fully Furnished,Kuala Lumpur,"Playground, Gymnasium, Tennis Court, Squash Court, Security, Minimart, Jogging Track, Swimming Pool, Air-Cond, Near KTM/LRT, Washing Machine"
12,Bukit Pandan,700,Ampang,Apartment,3,2,1,615,Partially Furnished,Selangor,"Minimart, Air-Cond"
320,Bukit Pandan 2,1450,Cheras,Condominium,3,1,2,1150,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Squash Court, Tennis Court, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine"
321,Bukit Pandan Kondominium 1,1600,Cheras,Condominium,2,1,2,1100,Fully Furnished,Kuala Lumpur,"Swimming Pool, Squash Court, Security, Lift, Playground, Gymnasium, Minimart, Jogging Track, Barbeque area, Air-Cond, Washing Machine"
1270,Bukit Segambut,1250,Segambut,Apartment,3,1,2,955,Partially Furnished,Kuala Lumpur,"Security, Minimart, Playground, Barbeque area, Multipurpose hall, Air-Cond"
1573,Bukit Subang,1000,Shah Alam,Apartment,3,1,2,850,Partially Furnished,Selangor,"Club house, Minimart, Multipurpose hall, Playground, Air-Cond"
1049,Bukit Utama,1200,Petaling Jaya,Condominium,3,1,2,1130,Partially Furnished,Selangor,"Security, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall, Air-Cond, Washing Machine"
1384,Cahaya Permai,1200,Seri Kembangan,Apartment,3,1,2,890,Fully Furnished,Selangor,"Swimming Pool, Jogging Track, Tennis Court, Minimart, Playground, Air-Cond, Near KTM/LRT, Washing Machine"
1129,Calisa Residences,950,Puchong,Service Residence,3,1,2,883,Unfurnished,Selangor,"Security, Lift"
644,Camellia Residences,1000,Kajang,Condominium,3,2,2,1050,Partially Furnished,Selangor,"Swimming Pool, Multipurpose hall, Security, Playground, Gymnasium"
645,Canopy Hill,600,Kajang,Condominium,2,1,1,600,Unfurnished,Selangor,"Lift, Playground, Security, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Minimart, Near KTM/LRT"
1376,Canopy hills,601,Serdang,Condominium,2,1,1,591,Unfurnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall, Jogging Track, Club house"
646,Canopy Hills Residensi Rimbun,600,Kajang,Condominium,2,1,1,590,Unfurnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track, Minimart, Near KTM/LRT"
647,Canopy Hills Residensi Rimbun Kajang 2,600,Kajang,Condominium,2,1,1,600,Unfurnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track, Minimart, Near KTM/LRT"
100,Cantara Residences,1700,Ara Damansara,Service Residence,2,2,1,646,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track, Air-Cond, Near KTM/LRT"
1356,Casa Dahlia,900,Sepang,Apartment,3,3,2,900,Unfurnished,Selangor,"Security, Lift, Playground, Multipurpose hall"
1050,Casa Damansara 1,1450,Petaling Jaya,Condominium,3,1,2,852,Partially Furnished,Selangor,"Playground, Barbeque area, Multipurpose hall, Minimart, Swimming Pool, Security, Gymnasium, Jogging Track, Lift, Air-Cond"
1051,Casa Damansara 2,2600,Petaling Jaya,Condominium,4,2,2,1154,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Gymnasium, Air-Cond, Washing Machine, Near KTM/LRT, Internet"
1754,Casa Desa Condominium,2000,Taman Desa,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,"Minimart, Gymnasium, Sauna, Security, Playground, Swimming Pool, Jogging Track, Squash Court, Air-Cond, Washing Machine"
269,Casa Green (Bukit Jalil),2000,Bukit Jalil,Condominium,4,1,2,900,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Air-Cond, Near KTM/LRT, Washing Machine"
270,Casa Green Bukit Jalil,1550,Bukit Jalil,Condominium,3,1,3,1003,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Club house, Multipurpose hall, Air-Cond, Near KTM/LRT"
602,Casa Idaman,1700,Jalan Ipoh,Condominium,3,1,2,1300,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Air-Cond, Near KTM/LRT"
1052,Casa Indah 1,3000,Petaling Jaya,Condominium,4,1,2,1450,Fully Furnished,Selangor,"Security, Tennis Court, Jogging Track, Multipurpose hall, Playground, Swimming Pool, Club house, Lift, Air-Cond, Near KTM/LRT, Washing Machine"
892,Casa Indah 2,2200,Kota Damansara,Condominium,3,1,3,1241,Unfurnished,Selangor,"Security, Swimming Pool, Gymnasium, Minimart, Playground, Squash Court, Lift, Multipurpose hall, Air-Cond, Near KTM/LRT"
940,Casa Kiara 1,3000,Mont Kiara,Condominium,4,2,3,1268,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
941,Casa Kiara 2,3900,Mont Kiara,Condominium,3,2,3,1574,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Tennis Court, Air-Cond, Near KTM/LRT, Washing Machine"
747,Casa Magna,1200,Kepong,Apartment,3,1,2,955,Partially Furnished,Kuala Lumpur,"Playground, Security, Barbeque area, Swimming Pool, Lift, Minimart, Tennis Court, Jogging Track, Near KTM/LRT"
1288,Casa Mila,1499,Selayang,Condominium,3,1,2,904,Partially Furnished,Selangor,"Jogging Track, Tennis Court, Security, Minimart, Swimming Pool, Squash Court, Playground, Barbeque area, Air-Cond, Washing Machine"
252,Casa Mutiara,1800,Bukit Bintang,Service Residence,1,1,1,475,Fully Furnished,Kuala Lumpur,"Gymnasium, Security, Playground, Swimming Pool, Barbeque area, Lift, Near KTM/LRT, Air-Cond"
253,Casa Residency,3000,Bukit Bintang,Service Residence,3,1,3,1066,Fully Furnished,Kuala Lumpur,"Swimming Pool, Sauna, Security, Lift, Air-Cond, Near KTM/LRT, Washing Machine"
322,Casa Ria (Cheras),1450,Cheras,Condominium,3,1,2,1100,Partially Furnished,Kuala Lumpur,"Security, Minimart, Air-Cond, Near KTM/LRT"
1251,"Casa Ria Apartment, Bandar Country Homes",780,Rawang,Apartment,3,1,2,800,Partially Furnished,Selangor,"Security, Swimming Pool, Lift, Playground, Gymnasium"
1691,Casa Subang,1400,Subang Jaya,Condominium,4,1,2,1062,Partially Furnished,Selangor,"Minimart, Tennis Court, Security, Playground, Swimming Pool, Lift, Multipurpose hall, Near KTM/LRT, Washing Machine, Air-Cond"
1692,Casa Tiara,1500,Subang Jaya,Service Residence,1,1,1,560,Fully Furnished,Selangor,"Multipurpose hall, Barbeque area, Swimming Pool, Playground, Gymnasium, Squash Court, Security, Minimart, Lift, Sauna, Club house, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
